"URL","Status","Title","Title Length","Description","Desc Length","H1","Word Count","Canonical","Response Time (ms)","Internal Links","Images Without Alt","From Sitemap","Issues"
"https://renthospitalbed.my/products/katil-hospital-1-crank","404","","0","","0","","8","","34","0","0","Discovered","[critical] Page not found (404); [critical] Missing <title> tag; [critical] Missing meta description; [warning] Missing canonical tag; [warning] Missing H1 tag; [critical] Thin content (8 words, min 100); [info] Missing og:title; [info] Missing og:description; [info] Missing og:image; [warning] Few internal links (0)"
"https://renthospitalbed.my/products/tilam-anti-bedsore","404","","0","","0","","8","","37","0","0","Discovered","[critical] Page not found (404); [critical] Missing <title> tag; [critical] Missing meta description; [warning] Missing canonical tag; [warning] Missing H1 tag; [critical] Thin content (8 words, min 100); [info] Missing og:title; [info] Missing og:description; [info] Missing og:image; [warning] Few internal links (0)"
"https://renthospitalbed.my/products/katil-hospital-3-fungsi","404","","0","","0","","8","","289","0","0","Discovered","[critical] Page not found (404); [critical] Missing <title> tag; [critical] Missing meta description; [warning] Missing canonical tag; [warning] Missing H1 tag; [critical] Thin content (8 words, min 100); [info] Missing og:title; [info] Missing og:description; [info] Missing og:image; [warning] Few internal links (0)"
"https://renthospitalbed.my/products/accessories","404","","0","","0","","8","","38","0","0","Discovered","[critical] Page not found (404); [critical] Missing <title> tag; [critical] Missing meta description; [warning] Missing canonical tag; [warning] Missing H1 tag; [critical] Thin content (8 words, min 100); [info] Missing og:title; [info] Missing og:description; [info] Missing og:image; [warning] Few internal links (0)"
"https://renthospitalbed.my/katil-hospital-kuala-lumpur.html","200","Sewa Katil Hospital Kuala Lumpur | Penghantaran 4 Jam ke Seluruh KL (2026)","74","Sewa katil hospital di KL dari RM150/bulan. Penghantaran express 4 jam ke Cheras, Kepong, Bangsar, Setapak, Wangsa Maju. Tanpa deposit. ☎ 011-2879 9609","151","Katil Hospital #1 Kuala Lumpur","1268","https://renthospitalbed.my/katil-hospital-kuala-lumpur.html","882","24","0","Yes","[warning] Title too long (74 chars, max 60); [info] Heading level skipped: H1 -> H3"
"https://renthospitalbed.my/blog","200","Blog Katil Hospital | Tips Penjagaan Pesakit & Panduan Pilih Katil (2026)","73","Baca artikel panduan memilih katil hospital yang sesuai, tips penjagaan pesakit di rumah, dan perbandingan model katil. Ditulis oleh pakar dengan 8+ tahun pengalaman.","166","Blog Katil Hospital","238","https://renthospitalbed.my/blog/","42","11","0","Discovered","[warning] Title too long (73 chars, max 60); [warning] Meta description too long (166 chars, max 160); [info] Heading level skipped: H2 -> H4; [warning] Low word count (238 words, aim for 300+)"
"https://renthospitalbed.my/contact","404","","0","","0","","8","","306","0","0","Discovered","[critical] Page not found (404); [critical] Missing <title> tag; [critical] Missing meta description; [warning] Missing canonical tag; [warning] Missing H1 tag; [critical] Thin content (8 words, min 100); [info] Missing og:title; [info] Missing og:description; [info] Missing og:image; [warning] Few internal links (0)"
"https://renthospitalbed.my/katil-hospital-shah-alam.html","200","Sewa Katil Hospital Shah Alam | RM150/Bulan, Penghantaran 4 Jam","63","Sewa & beli katil hospital di Shah Alam dari RM150/bulan. Penghantaran 4 jam, tanpa deposit, pemasangan percuma. ☎ 011-2879 9609","128","Katil Hospital #1 Shah Alam","1142","https://renthospitalbed.my/katil-hospital-shah-alam.html","370","10","0","Discovered","[warning] Title too long (63 chars, max 60); [info] Heading level skipped: H1 -> H3"
"https://renthospitalbed.my/katil-hospital-petaling-jaya.html","200","Sewa Katil Hospital Petaling Jaya | RM150/Bulan, Penghantaran 4 Jam","67","Sewa & beli katil hospital di Petaling Jaya dari RM150/bulan. Penghantaran 4 jam, tanpa deposit, pemasangan percuma. ☎ 011-2879 9609","132","Katil Hospital #1 Petaling Jaya","882","https://renthospitalbed.my/katil-hospital-petaling-jaya.html","406","10","0","Discovered","[warning] Title too long (67 chars, max 60); [info] Heading level skipped: H1 -> H3"
"https://renthospitalbed.my/katil-hospital-subang-jaya.html","200","Sewa Katil Hospital Subang Jaya | RM150/Bulan, Penghantaran 4 Jam","65","Sewa & beli katil hospital di Subang Jaya dari RM150/bulan. Penghantaran 4 jam, tanpa deposit, pemasangan percuma. ☎ 011-2879 9609","130","Katil Hospital #1 Subang Jaya","879","https://renthospitalbed.my/katil-hospital-subang-jaya.html","387","10","0","Discovered","[warning] Title too long (65 chars, max 60); [info] Heading level skipped: H1 -> H3"
"https://renthospitalbed.my/katil-hospital-klang.html","200","Sewa Katil Hospital Klang | RM150/Bulan, Penghantaran 4 Jam","59","Sewa & beli katil hospital di Klang dari RM150/bulan. Penghantaran 4 jam, tanpa deposit, pemasangan percuma. ☎ 011-2879 9609","124","Katil Hospital #1 Klang","866","https://renthospitalbed.my/katil-hospital-klang.html","453","10","0","Discovered","[info] Heading level skipped: H1 -> H3"
"https://renthospitalbed.my/katil-hospital-ampang.html","200","Sewa Katil Hospital Ampang | RM150/Bulan, Penghantaran 4 Jam","60","Sewa & beli katil hospital di Ampang dari RM150/bulan. Penghantaran 4 jam, tanpa deposit, pemasangan percuma. ☎ 011-2879 9609","125","Katil Hospital #1 Ampang","866","https://renthospitalbed.my/katil-hospital-ampang.html","512","10","0","Discovered","[info] Heading level skipped: H1 -> H3"
"https://renthospitalbed.my/katil-hospital-kajang.html","200","Sewa Katil Hospital Kajang | RM150/Bulan, Penghantaran 4 Jam","60","Sewa & beli katil hospital di Kajang dari RM150/bulan. Penghantaran 4 jam, tanpa deposit, pemasangan percuma. ☎ 011-2879 9609","125","Katil Hospital #1 Kajang","870","https://renthospitalbed.my/katil-hospital-kajang.html","413","10","0","Discovered","[info] Heading level skipped: H1 -> H3"
"https://renthospitalbed.my/katil-hospital-puchong.html","200","Sewa Katil Hospital Puchong | RM150/Bulan, Penghantaran 4 Jam","61","Sewa & beli katil hospital di Puchong dari RM150/bulan. Penghantaran 4 jam, tanpa deposit, pemasangan percuma. ☎ 011-2879 9609","126","Katil Hospital #1 Puchong","866","https://renthospitalbed.my/katil-hospital-puchong.html","453","10","0","Discovered","[warning] Title too long (61 chars, max 60); [info] Heading level skipped: H1 -> H3"
"https://renthospitalbed.my/katil-hospital-rawang.html","200","Sewa Katil Hospital Rawang | RM150/Bulan, Penghantaran 4 Jam","60","Sewa & beli katil hospital di Rawang dari RM150/bulan. Penghantaran 4 jam, tanpa deposit, pemasangan percuma. ☎ 011-2879 9609","125","Katil Hospital #1 Rawang","862","https://renthospitalbed.my/katil-hospital-rawang.html","406","10","0","Discovered","[info] Heading level skipped: H1 -> H3"
"https://renthospitalbed.my/katil-hospital-serdang.html","200","Sewa Katil Hospital Serdang | RM150/Bulan, Penghantaran 4 Jam","61","Sewa & beli katil hospital di Serdang dari RM150/bulan. Penghantaran 4 jam, tanpa deposit, pemasangan percuma. ☎ 011-2879 9609","126","Katil Hospital #1 Serdang","860","https://renthospitalbed.my/katil-hospital-serdang.html","415","10","0","Discovered","[warning] Title too long (61 chars, max 60); [info] Heading level skipped: H1 -> H3"
"https://renthospitalbed.my/katil-hospital-bangi.html","200","Sewa Katil Hospital Bangi | RM150/Bulan, Penghantaran 4 Jam","59","Sewa & beli katil hospital di Bangi dari RM150/bulan. Penghantaran 4 jam, tanpa deposit, pemasangan percuma. ☎ 011-2879 9609","124","Katil Hospital #1 Bangi","860","https://renthospitalbed.my/katil-hospital-bangi.html","436","10","0","Discovered","[info] Heading level skipped: H1 -> H3"
"https://renthospitalbed.my/katil-hospital-putrajaya.html","200","Sewa Katil Hospital Putrajaya | Penghantaran Seluruh Putrajaya (2026)","69","Sewa katil hospital di Putrajaya dari RM150/bulan. Penghantaran ke Presint 1-18, Cyberjaya, Dengkil. Tanpa deposit, pemasangan percuma. ☎ 011-2879 9609","151","Katil Hospital #1 Putrajaya","914","https://renthospitalbed.my/katil-hospital-putrajaya.html","424","11","0","Discovered","[warning] Title too long (69 chars, max 60); [info] Heading level skipped: H1 -> H3"
"https://renthospitalbed.my/katil-hospital-cyberjaya.html","200","Sewa Katil Hospital Cyberjaya | RM150/Bulan, Penghantaran 4 Jam","63","Sewa & beli katil hospital di Cyberjaya dari RM150/bulan. Penghantaran 4 jam, tanpa deposit, pemasangan percuma. ☎ 011-2879 9609","128","Katil Hospital #1 Cyberjaya","856","https://renthospitalbed.my/katil-hospital-cyberjaya.html","449","10","0","Discovered","[warning] Title too long (63 chars, max 60); [info] Heading level skipped: H1 -> H3"
"https://renthospitalbed.my/katil-hospital-gombak.html","200","Sewa Katil Hospital Gombak | RM150/Bulan, Penghantaran 4 Jam","60","Sewa & beli katil hospital di Gombak dari RM150/bulan. Penghantaran 4 jam, tanpa deposit, pemasangan percuma. ☎ 011-2879 9609","125","Katil Hospital #1 Gombak","858","https://renthospitalbed.my/katil-hospital-gombak.html","457","10","0","Discovered","[info] Heading level skipped: H1 -> H3"
"https://renthospitalbed.my/katil-hospital-selayang.html","200","Sewa Katil Hospital Selayang | RM150/Bulan, Penghantaran 4 Jam","62","Sewa & beli katil hospital di Selayang dari RM150/bulan. Penghantaran 4 jam, tanpa deposit, pemasangan percuma. ☎ 011-2879 9609","127","Katil Hospital #1 Selayang","858","https://renthospitalbed.my/katil-hospital-selayang.html","394","10","0","Discovered","[warning] Title too long (62 chars, max 60); [info] Heading level skipped: H1 -> H3"
"https://renthospitalbed.my/katil-hospital-sepang.html","200","Sewa Katil Hospital Sepang | RM150/Bulan, Penghantaran 4 Jam","60","Sewa & beli katil hospital di Sepang dari RM150/bulan. Penghantaran 4 jam, tanpa deposit, pemasangan percuma. ☎ 011-2879 9609","125","Katil Hospital #1 Sepang","858","https://renthospitalbed.my/katil-hospital-sepang.html","421","10","0","Discovered","[info] Heading level skipped: H1 -> H3"
"https://renthospitalbed.my/katil-hospital-sabak-bernam.html","200","Sewa Katil Hospital Sabak Bernam | RM150/Bulan, Penghantaran 4 Jam","66","Sewa & beli katil hospital di Sabak Bernam dari RM150/bulan. Penghantaran 4 jam, tanpa deposit, pemasangan percuma. ☎ 011-2879 9609","131","Katil Hospital #1 Sabak Bernam","873","https://renthospitalbed.my/katil-hospital-sabak-bernam.html","380","10","0","Discovered","[warning] Title too long (66 chars, max 60); [info] Heading level skipped: H1 -> H3"
"https://renthospitalbed.my/katil-hospital-banting.html","200","Sewa Katil Hospital Banting | RM150/Bulan, Penghantaran 4 Jam","61","Sewa & beli katil hospital di Banting dari RM150/bulan. Penghantaran 4 jam, tanpa deposit, pemasangan percuma. ☎ 011-2879 9609","126","Katil Hospital #1 Banting","858","https://renthospitalbed.my/katil-hospital-banting.html","427","10","0","Discovered","[warning] Title too long (61 chars, max 60); [info] Heading level skipped: H1 -> H3"
"https://renthospitalbed.my/katil-hospital-kuala-selangor.html","200","Sewa Katil Hospital Kuala Selangor | RM150/Bulan, Penghantaran 4 Jam","68","Sewa & beli katil hospital di Kuala Selangor dari RM150/bulan. Penghantaran 4 jam, tanpa deposit, pemasangan percuma. ☎ 011-2879 9609","133","Katil Hospital #1 Kuala Selangor","879","https://renthospitalbed.my/katil-hospital-kuala-selangor.html","405","10","0","Discovered","[warning] Title too long (68 chars, max 60); [info] Heading level skipped: H1 -> H3"
"https://renthospitalbed.my/katil-hospital-bukit-bintang.html","200","Sewa Katil Hospital Bukit Bintang | RM150/Bulan, Penghantaran 4 Jam","67","Sewa & beli katil hospital di Bukit Bintang dari RM150/bulan. Penghantaran 4 jam, tanpa deposit, pemasangan percuma. ☎ 011-2879 9609","132","Katil Hospital #1 Bukit Bintang","875","https://renthospitalbed.my/katil-hospital-bukit-bintang.html","536","10","0","Discovered","[warning] Title too long (67 chars, max 60); [info] Heading level skipped: H1 -> H3"
"https://renthospitalbed.my/katil-hospital-kepong.html","200","Sewa Katil Hospital Kepong | RM150/Bulan, Penghantaran 4 Jam","60","Sewa & beli katil hospital di Kepong dari RM150/bulan. Penghantaran 4 jam, tanpa deposit, pemasangan percuma. ☎ 011-2879 9609","125","Katil Hospital #1 Kepong","862","https://renthospitalbed.my/katil-hospital-kepong.html","358","10","0","Discovered","[info] Heading level skipped: H1 -> H3"
"https://renthospitalbed.my/katil-hospital-cheras.html","200","Sewa Katil Hospital Cheras | RM150/Bulan, Penghantaran 4 Jam","60","Sewa & beli katil hospital di Cheras dari RM150/bulan. Penghantaran 4 jam, tanpa deposit, pemasangan percuma. ☎ 011-2879 9609","125","Katil Hospital #1 Cheras","868","https://renthospitalbed.my/katil-hospital-cheras.html","412","10","0","Discovered","[info] Heading level skipped: H1 -> H3"
"https://renthospitalbed.my/katil-hospital-setapak.html","200","Sewa Katil Hospital Setapak | RM150/Bulan, Penghantaran 4 Jam","61","Sewa & beli katil hospital di Setapak dari RM150/bulan. Penghantaran 4 jam, tanpa deposit, pemasangan percuma. ☎ 011-2879 9609","126","Katil Hospital #1 Setapak","858","https://renthospitalbed.my/katil-hospital-setapak.html","408","10","0","Discovered","[warning] Title too long (61 chars, max 60); [info] Heading level skipped: H1 -> H3"
"https://renthospitalbed.my/katil-hospital-wangsa-maju.html","200","Sewa Katil Hospital Wangsa Maju | RM150/Bulan, Penghantaran 4 Jam","65","Sewa & beli katil hospital di Wangsa Maju dari RM150/bulan. Penghantaran 4 jam, tanpa deposit, pemasangan percuma. ☎ 011-2879 9609","130","Katil Hospital #1 Wangsa Maju","875","https://renthospitalbed.my/katil-hospital-wangsa-maju.html","452","10","0","Discovered","[warning] Title too long (65 chars, max 60); [info] Heading level skipped: H1 -> H3"
